91.9503853;49.61189691;146.0265769;105.0530989;49.52455888;85.58207328;103.064521;33.8056819;66.40322641;103.9539807;65.96891976;65.25097031
91.94956563;49.62552906;146.0314599;105.0523222;49.53157557;85.58416242;103.0681949;33.80674533;66.40484782;103.9412627;65.97651921;65.25321085
92.00460063;49.80852428;146.0582828;105.0450051;49.5242699;85.58528408;103.0628064;33.8055642;66.40071832;103.9428768;65.97097883;65.24837535
92.08749292;51.09461443;146.0143022;105.0594561;49.50951566;85.58166387;103.0722693;33.79332453;66.39904985;103.9534326;65.96314407;65.24792458
92.16876784;52.67498381;145.9759302;105.0514211;49.50519737;85.58245607;103.0601218;33.79587789;66.40167884;103.9490188;65.95616186;65.24773015
92.16004582;53.85890965;145.8882284;105.0505731;49.51745168;85.58340688;103.065303;33.80182706;66.40674226;103.9501954;65.9665624;65.25586584
92.20604993;54.31427979;145.9028695;105.0566148;49.53826548;85.58681349;103.0741772;33.81146146;66.40883898;103.9440301;65.99605601;65.25400786
92.23122343;54.65437796;145.8353859;105.056532;49.53862216;85.58570163;103.0767325;33.8144415;66.40049989;103.951329;65.98929912;65.25185723
92.27705604;55.48579358;145.7857716;105.0449943;49.55622804;85.59254121;103.0704441;33.81427596;66.40610783;103.9548965;65.98702494;65.25030963
92.34067312;56.57923567;145.6129654;105.066424;49.50737573;85.58325948;103.0698741;33.79866608;66.40157608;103.9557296;65.97260163;65.25115509
92.39371915;57.39619453;145.5263512;105.0678911;49.5092006;85.58508312;103.0764335;33.79759714;66.40720437;103.9581551;65.96603314;65.25454487
92.37128287;57.77757069;145.4720042;105.0570852;49.51178887;85.58118299;103.0719491;33.79860205;66.39902603;103.9549371;65.96144663;65.24704517
92.41088433;58.02679505;145.418795;105.0546206;49.53698813;85.58423678;103.0819741;33.80251374;66.40482642;103.9603636;65.97722514;65.25322071
92.4497479;58.51514794;145.3403519;105.0565444;49.52566219;85.58547342;103.0693599;33.81386762;66.40232835;103.9518783;65.97763742;65.24961137
